task_id,pe_id,start_time_proxy_ns,finish_time_proxy_ns,duration_proxy_ns,data_ready_time_proxy_ns,priority_bottom_level_ns
4,4,0.0,20000.0,20000.0,0.0,131884.16
3,2,0.0,20000.0,20000.0,0.0,131638.40000000002
1,10,0.0,20000.0,20000.0,0.0,131638.4
2,5,0.0,20000.0,20000.0,0.0,131310.72
9,2,20000.0,50000.0,30000.0,20000.0,111638.40000000001
11,13,20245.76,50245.759999999995,30000.0,20245.76,111638.40000000001
5,13,50245.759999999995,80245.76,30000.0,20163.84,111474.56
7,0,20163.84,50163.84,30000.0,20163.84,111146.88
10,6,20081.92,50081.92,30000.0,20081.92,110983.04
12,4,20000.0,50000.0,30000.0,20000.0,110983.04
6,9,20081.92,50081.92,30000.0,20081.92,110819.2
8,12,20245.76,50245.759999999995,30000.0,20245.76,110819.2
21,13,80245.76,130245.76,50000.0,50655.36,80983.04000000001
25,0,50901.119999999995,100901.12,50000.0,50901.119999999995,80983.04000000001
14,3,81064.95999999999,131064.95999999999,50000.0,81064.95999999999,80655.36
15,8,50245.759999999995,100245.76,50000.0,50245.759999999995,80655.36
16,8,100245.76,150245.76,50000.0,50245.759999999995,80655.36
17,6,50655.35999999999,100655.35999999999,50000.0,50655.35999999999,80655.36
22,2,50000.0,100000.0,50000.0,50000.0,80655.36
23,1,50409.6,100409.6,50000.0,50409.6,80655.36
24,14,50409.6,100409.6,50000.0,50409.6,80655.36
26,11,50737.27999999999,100737.28,50000.0,50737.27999999999,80655.36
27,6,100655.35999999999,150655.36,50000.0,50327.68,80655.36
18,5,50491.52,100491.51999999999,50000.0,50491.52,80327.68
19,5,100491.51999999999,150491.52,50000.0,50737.27999999999,80327.68
28,14,100409.6,150409.6,50000.0,50655.36,80327.68
13,11,100737.28,150737.28,50000.0,80737.28,80000.0
20,9,50573.439999999995,100573.44,50000.0,50573.439999999995,80000.0
31,9,101884.15999999999,131884.15999999997,30000.0,101884.15999999999,30000.0
32,9,150819.19999999998,180819.19999999998,30000.0,150819.19999999998,30000.0
29,11,151310.71999999997,181310.71999999997,30000.0,151310.71999999997,30000.0
30,10,150901.12,180901.12,30000.0,150901.12,30000.0
