task_id,pe_id,start_time_proxy_ns,finish_time_proxy_ns,duration_proxy_ns,data_ready_time_proxy_ns,priority_bottom_level_ns
3,5,0.0,20000.0,20000.0,0.0,132293.76
1,10,0.0,20000.0,20000.0,0.0,132048.0
4,0,0.0,20000.0,20000.0,0.0,131966.08000000002
2,2,0.0,20000.0,20000.0,0.0,131884.16
10,7,20163.84,50163.84,30000.0,20163.84,112129.92
5,14,20081.92,50081.92,30000.0,20081.92,111966.08
7,1,20081.92,50081.92,30000.0,20081.92,111802.24
11,15,20491.52,50491.520000000004,30000.0,20491.52,111474.56000000001
12,12,20245.76,50245.759999999995,30000.0,20245.76,111474.56
9,0,20163.84,50163.84,30000.0,20163.84,111310.72
6,15,50491.520000000004,80491.52,30000.0,20163.84,111146.88
8,6,20081.92,50081.92,30000.0,20081.92,110983.04
23,14,50655.35999999999,100655.35999999999,50000.0,50655.35999999999,81638.4
13,1,50737.28,100737.28,50000.0,50737.28,81310.72
18,10,50573.439999999995,100573.44,50000.0,50573.439999999995,81310.72
16,14,100655.35999999999,150655.36,50000.0,80655.36,80983.04000000001
21,2,50491.52,100491.51999999999,50000.0,50491.52,80983.04000000001
25,3,50983.04,100983.04000000001,50000.0,50983.04,80983.04000000001
27,8,50409.59999999999,100409.59999999999,50000.0,50409.59999999999,80983.04000000001
14,3,100983.04000000001,150983.04,50000.0,50737.28,80655.36
15,13,80819.2,130819.2,50000.0,80819.2,80655.36
20,9,50409.6,100409.6,50000.0,50409.6,80655.36
26,4,51310.72,101310.72,50000.0,51310.72,80655.36
28,2,100491.51999999999,150491.52,50000.0,51064.95999999999,80655.36
17,4,101310.72,151310.72,50000.0,50409.6,80327.68
19,7,50245.759999999995,100245.76,50000.0,50245.759999999995,80327.68
22,9,100409.6,150409.6,50000.0,50655.35999999999,80327.68
24,10,100573.44,150573.44,50000.0,50491.52,80327.68
31,0,151638.4,181638.4,30000.0,151638.4,30000.0
32,6,150901.12,180901.12,30000.0,150901.12,30000.0
29,11,151638.4,181638.4,30000.0,151638.4,30000.0
30,5,151638.4,181638.4,30000.0,151638.4,30000.0
