task_id,pe_id,start_time_proxy_ns,finish_time_proxy_ns,duration_proxy_ns,data_ready_time_proxy_ns,priority_bottom_level_ns
2,3,0.0,20000.0,20000.0,0.0,132048.0
4,2,0.0,20000.0,20000.0,0.0,131474.56
1,12,0.0,20000.0,20000.0,0.0,131310.72
3,9,0.0,20000.0,20000.0,0.0,131064.96
8,7,20081.92,50081.92,30000.0,20081.92,111966.08
7,0,20245.76,50245.759999999995,30000.0,20245.76,111310.72
6,14,20163.84,50163.84,30000.0,20163.84,111146.88
12,15,20327.68,50327.68,30000.0,20327.68,111146.88
9,8,20081.92,50081.92,30000.0,20081.92,110983.04000000001
5,12,20000.0,50000.0,30000.0,20000.0,110983.04
10,9,20000.0,50000.0,30000.0,20000.0,110819.2
11,2,20000.0,50000.0,30000.0,20000.0,110819.2
18,0,50245.759999999995,100245.76,50000.0,50245.759999999995,81310.72
19,13,50737.28,100737.28,50000.0,50737.28,81310.72
16,10,50327.67999999999,100327.68,50000.0,50327.67999999999,80983.04000000001
21,8,50081.92,100081.92,50000.0,50081.92,80983.04000000001
13,14,50327.68,100327.68,50000.0,50327.68,80655.36
14,9,50327.68,100327.68,50000.0,50327.68,80655.36
17,5,50573.439999999995,100573.44,50000.0,50573.439999999995,80655.36
24,5,100573.44,150573.44,50000.0,50163.84,80655.36
28,6,50819.2,100819.2,50000.0,50819.2,80655.36
20,3,50245.759999999995,100245.76,50000.0,50245.759999999995,80327.68
22,0,100245.76,150245.76,50000.0,50409.6,80327.68
25,14,100327.68,150327.68,50000.0,50491.52,80327.68
26,3,100245.76,150245.76,50000.0,50163.84,80327.68
27,10,100327.68,150327.68,50000.0,50655.36,80327.68
15,1,50819.2,100819.2,50000.0,50819.2,80000.0
23,13,100737.28,150737.28,50000.0,50163.84,80000.0
31,13,150737.28,180737.28,30000.0,150737.28,30000.0
32,7,151228.8,181228.8,30000.0,151228.8,30000.0
29,6,150655.36,180655.36,30000.0,150655.36,30000.0
30,1,150573.44,180573.44,30000.0,150573.44,30000.0
