task_id,pe_id,start_time_proxy_ns,finish_time_proxy_ns,duration_proxy_ns,data_ready_time_proxy_ns,priority_bottom_level_ns
1,10,0.0,15000.0,15000.0,0.0,119840.0
2,5,15480.0,33480.0,18000.0,15480.0,104360.0
3,6,33640.0,58640.0,25000.0,33640.0,86200.0
4,12,33960.0,53960.0,20000.0,33960.0,60720.0
5,13,59120.0,79120.0,20000.0,59120.0,60720.0
6,10,79360.0,104360.0,25000.0,79360.0,40480.0
8,9,15240.0,33240.0,18000.0,15240.0,18000.0
11,15,15480.0,30480.0,15000.0,15480.0,15000.0
7,8,104840.0,119840.0,15000.0,104840.0,15000.0
9,1,105080.0,115080.0,10000.0,105080.0,10000.0
10,2,104840.0,114840.0,10000.0,104840.0,10000.0
