sample_id,sample_seed,valid_for_cost,failure_reason,mapping_csv,TR2_composite_cost,T1_pe_peak_temp_K,T3_temp_std_K,T5_over_throttle_count,P1_makespan_s,P3_dvfs_penalty_pct,C1_total_comm_cost,raw_congestion_cost,raw_load_imbalance,E7_pe_optical_comm_energy_J,run_ok,temperature_source,parsed_pe_count,assignment
0,3000,True,,vopd\random\mappings\sample_000_seed_3000.csv,5.246508761280373,324.69163528224,0.9143146755839663,0,9.27626e-05,0.0,978000.0,192000.0,1.5102880658436213,0.000767593423678752,True,vec,16,"{""1"": 4, ""2"": 9, ""3"": 8, ""4"": 9, ""5"": 14, ""6"": 9, ""7"": 7, ""8"": 5, ""9"": 6, ""10"": 6, ""11"": 2, ""12"": 4}"
1,3001,True,,vopd\random\mappings\sample_001_seed_3001.csv,5.512002124127542,325.77592514513,0.9721632054519551,0,8.83828e-05,0.0,1112000.0,200000.0,1.6364883401920438,0.0007442966012078006,True,vec,16,"{""1"": 9, ""2"": 14, ""3"": 11, ""4"": 7, ""5"": 11, ""6"": 10, ""7"": 15, ""8"": 9, ""9"": 12, ""10"": 11, ""11"": 4, ""12"": 9}"
2,3002,True,,vopd\random\mappings\sample_002_seed_3002.csv,5.847894026896493,325.71705527553,0.9721668928201849,0,9.53707e-05,0.0,1786000.0,200000.0,1.691358024691358,0.000783930340161504,True,vec,16,"{""1"": 6, ""2"": 12, ""3"": 1, ""4"": 12, ""5"": 1, ""6"": 0, ""7"": 5, ""8"": 10, ""9"": 0, ""10"": 10, ""11"": 0, ""12"": 14}"
3,3003,True,,vopd\random\mappings\sample_003_seed_3003.csv,6.226346548587001,326.60212368558,1.0135212200516288,0,8.74988e-05,0.0,1484000.0,200000.0,2.4705075445816185,0.0007404541084103162,True,vec,16,"{""1"": 14, ""2"": 7, ""3"": 1, ""4"": 1, ""5"": 11, ""6"": 1, ""7"": 1, ""8"": 7, ""9"": 4, ""10"": 0, ""11"": 8, ""12"": 11}"
4,3004,True,,vopd\random\mappings\sample_004_seed_3004.csv,5.841531493316054,325.73184430051,1.0766323415816486,0,8.7341e-05,0.0,1738000.0,264000.0,1.438957475994513,0.0007397759919326579,True,vec,16,"{""1"": 15, ""2"": 15, ""3"": 2, ""4"": 0, ""5"": 1, ""6"": 11, ""7"": 1, ""8"": 4, ""9"": 12, ""10"": 15, ""11"": 6, ""12"": 2}"
5,3005,True,,vopd\random\mappings\sample_005_seed_3005.csv,5.311552934518157,325.46869518679,1.0158467149946904,0,8.79748e-05,0.0,1886000.0,216000.0,0.8079561042524005,0.0007441880133197238,True,vec,16,"{""1"": 1, ""2"": 12, ""3"": 15, ""4"": 6, ""5"": 6, ""6"": 0, ""7"": 11, ""8"": 13, ""9"": 1, ""10"": 14, ""11"": 10, ""12"": 2}"
6,3006,True,,vopd\random\mappings\sample_006_seed_3006.csv,5.702915942622895,326.37654256533,0.9904100695734058,0,8.79307e-05,0.0,1294000.0,280000.0,1.318244170096022,0.0007424216534199376,True,vec,16,"{""1"": 3, ""2"": 9, ""3"": 7, ""4"": 11, ""5"": 3, ""6"": 10, ""7"": 9, ""8"": 11, ""9"": 1, ""10"": 14, ""11"": 10, ""12"": 15}"
7,3007,True,,vopd\random\mappings\sample_007_seed_3007.csv,5.578369862463162,325.4077249413,1.0262401830096073,0,8.76067e-05,0.0,1286000.0,336000.0,1.0054869684499315,0.0007410578566822119,True,vec,16,"{""1"": 11, ""2"": 12, ""3"": 13, ""4"": 6, ""5"": 11, ""6"": 14, ""7"": 14, ""8"": 9, ""9"": 2, ""10"": 10, ""11"": 15, ""12"": 2}"
8,3008,True,,vopd\random\mappings\sample_008_seed_3008.csv,5.775828796109755,325.324452406,0.9474627000164595,0,8.69208e-05,0.0,1608000.0,260000.0,1.757201646090535,0.000736453455054871,True,vec,16,"{""1"": 8, ""2"": 15, ""3"": 5, ""4"": 13, ""5"": 2, ""6"": 11, ""7"": 2, ""8"": 2, ""9"": 10, ""10"": 4, ""11"": 0, ""12"": 2}"
9,3009,True,,vopd\random\mappings\sample_009_seed_3009.csv,5.264502758420105,325.85955867359,1.0098759290444128,0,9.27106e-05,0.0,1210000.0,192000.0,0.9615912208504801,0.0007679211028685019,True,vec,16,"{""1"": 14, ""2"": 10, ""3"": 12, ""4"": 9, ""5"": 1, ""6"": 8, ""7"": 4, ""8"": 9, ""9"": 0, ""10"": 0, ""11"": 3, ""12"": 14}"
