task_id,pe_id,start_time_proxy_ns,finish_time_proxy_ns,duration_proxy_ns,data_ready_time_proxy_ns,priority_bottom_level_ns
1,14,0.0,15000.0,15000.0,0.0,115460.79999999999
2,3,15327.68,65327.68,50000.0,15327.68,100133.12
3,7,15245.76,65245.76,50000.0,15245.76,100081.92
4,3,65327.68,115327.68,50000.0,15327.68,100071.68000000001
5,14,15000.0,65000.0,50000.0,15000.0,100051.20000000001
6,13,65430.08,95430.08,30000.0,65430.08,50030.72
9,13,95430.08,125430.08,30000.0,65020.48,50030.72
7,1,65307.200000000004,95307.20000000001,30000.0,65307.200000000004,50020.479999999996
8,5,115389.12,145389.12,30000.0,115389.12,50010.240000000005
10,4,145399.36,165399.36,20000.0,145399.36,20000.0
