task_id,pe_id,start_time_proxy_ns,finish_time_proxy_ns,duration_proxy_ns,data_ready_time_proxy_ns,priority_bottom_level_ns
1,2,0.0,15000.0,15000.0,0.0,115348.16
2,7,15163.84,65163.84,50000.0,15163.84,100102.4
5,1,15081.92,65081.92,50000.0,15081.92,100081.92
4,14,15245.76,65245.76,50000.0,15245.76,100051.20000000001
3,8,15327.68,65327.68,50000.0,15327.68,100020.48000000001
8,15,65266.240000000005,95266.24,30000.0,65266.240000000005,50030.72
6,12,65266.24,95266.23999999999,30000.0,65266.24,50000.0
7,12,95266.23999999999,125266.23999999999,30000.0,65348.16,50000.0
9,12,125266.23999999999,155266.24,30000.0,65163.84,50000.0
10,12,155266.24,175266.24,20000.0,155266.24,20000.0
