task_id,pe_id,start_time_proxy_ns,finish_time_proxy_ns,duration_proxy_ns,data_ready_time_proxy_ns,priority_bottom_level_ns
1,6,0.0,20000.0,20000.0,0.0,132129.91999999998
3,9,0.0,20000.0,20000.0,0.0,131884.15999999997
4,5,0.0,20000.0,20000.0,0.0,131720.32
2,1,0.0,20000.0,20000.0,0.0,131392.63999999998
6,4,20163.84,50163.84,30000.0,20163.84,111966.08
10,15,20245.76,50245.759999999995,30000.0,20245.76,111638.4
12,3,20245.76,50245.759999999995,30000.0,20245.76,111474.56000000001
7,1,20000.0,50000.0,30000.0,20000.0,111146.88
9,2,20245.76,50245.759999999995,30000.0,20245.76,111146.88
11,13,20163.84,50163.84,30000.0,20163.84,111146.88
8,8,20245.76,50245.759999999995,30000.0,20245.76,111146.87999999999
5,14,20163.84,50163.84,30000.0,20163.84,110983.04
16,11,50819.2,100819.2,50000.0,50819.2,81310.72
26,14,50327.67999999999,100327.68,50000.0,50327.67999999999,80983.04000000001
27,10,50737.27999999999,100737.28,50000.0,50737.27999999999,80983.04000000001
28,5,50737.27999999999,100737.28,50000.0,50737.27999999999,80983.04000000001
14,6,50491.52,100491.51999999999,50000.0,50491.52,80655.36
17,8,50491.52,100491.51999999999,50000.0,50491.52,80655.36
18,13,50491.52,100491.51999999999,50000.0,50491.52,80655.36
19,10,100737.28,150737.28,50000.0,50573.439999999995,80655.36
22,14,100327.68,150327.68,50000.0,50737.27999999999,80655.36
23,0,51228.799999999996,101228.79999999999,50000.0,51228.799999999996,80655.36
24,2,50901.119999999995,100901.12,50000.0,50901.119999999995,80655.36
13,5,100737.28,150737.28,50000.0,50655.35999999999,80327.68
15,13,100491.51999999999,150491.52,50000.0,50655.35999999999,80327.68
20,3,51064.95999999999,101064.95999999999,50000.0,51064.95999999999,80327.68
21,8,100491.51999999999,150491.52,50000.0,50901.119999999995,80327.68
25,6,100491.51999999999,150491.52,50000.0,50655.35999999999,80327.68
31,5,150819.19999999998,180819.19999999998,30000.0,150819.19999999998,30000.0
32,7,151392.63999999998,181392.63999999998,30000.0,151392.63999999998,30000.0
29,4,151064.96,181064.96,30000.0,151064.96,30000.0
30,12,150983.03999999998,180983.03999999998,30000.0,150983.03999999998,30000.0
