task_id,pe_id,start_time_proxy_ns,finish_time_proxy_ns,duration_proxy_ns,data_ready_time_proxy_ns,priority_bottom_level_ns
1,9,0.0,15000.0,15000.0,0.0,115327.68
2,1,15163.84,65163.84,50000.0,15163.84,100133.12
5,8,15081.92,65081.92,50000.0,15081.92,100092.16
3,14,15163.84,65163.84,50000.0,15163.84,100081.92
4,7,15245.76,65245.76,50000.0,15245.76,100081.92
7,12,65204.799999999996,95204.79999999999,30000.0,65204.799999999996,50040.96
6,15,65266.24,95266.23999999999,30000.0,65266.24,50030.72
8,4,65307.200000000004,95307.20000000001,30000.0,65307.200000000004,50020.479999999996
9,2,65163.84,95163.84,30000.0,65163.84,50010.240000000005
10,6,95327.68000000001,115327.68000000001,20000.0,95327.68000000001,20000.0
