task_id,pe_id,start_time_proxy_ns,finish_time_proxy_ns,duration_proxy_ns,data_ready_time_proxy_ns,priority_bottom_level_ns
1,9,0.0,20000.0,20000.0,0.0,132211.84
4,8,0.0,20000.0,20000.0,0.0,132048.0
2,1,0.0,20000.0,20000.0,0.0,131884.15999999997
3,5,0.0,20000.0,20000.0,0.0,131392.64
6,13,20081.92,50081.92,30000.0,20081.92,112129.92
12,5,20163.84,50163.84,30000.0,20163.84,111638.40000000001
7,9,20163.84,50163.84,30000.0,20163.84,111638.4
8,10,20245.76,50245.759999999995,30000.0,20245.76,111638.4
11,3,20409.6,50409.6,30000.0,20409.6,111638.4
9,14,20245.76,50245.759999999995,30000.0,20245.76,111146.88
10,5,50163.84,80163.84,30000.0,20000.0,111146.88
5,9,50163.84,80163.84,30000.0,20000.0,110819.2
16,12,50245.759999999995,100245.76,50000.0,50245.759999999995,81966.08
17,6,50491.52,100491.51999999999,50000.0,50491.52,81310.72
19,7,50573.439999999995,100573.44,50000.0,50573.439999999995,81310.72
20,2,50573.439999999995,100573.44,50000.0,50573.439999999995,81310.72
25,1,50737.28,100737.28,50000.0,50737.28,81310.72
18,10,50327.67999999999,100327.68,50000.0,50327.67999999999,80983.04000000001
21,14,50245.759999999995,100245.76,50000.0,50245.759999999995,80983.04000000001
22,15,50409.59999999999,100409.59999999999,50000.0,50409.59999999999,80983.04000000001
24,4,80327.68,130327.68,50000.0,80327.68,80983.04000000001
28,15,100409.59999999999,150409.59999999998,50000.0,50819.2,80983.04000000001
14,10,100327.68,150327.68,50000.0,80327.68,80655.36
13,6,100491.51999999999,150491.52,50000.0,80491.51999999999,80327.68
15,2,100573.44,150573.44,50000.0,50737.28,80327.68
23,13,80491.51999999999,130491.51999999999,50000.0,80491.51999999999,80327.68
26,12,100245.76,150245.76,50000.0,51392.64,80327.68
27,1,100737.28,150737.28,50000.0,50327.67999999999,80327.68
31,12,150245.76,180245.76,30000.0,130819.19999999998,30000.0
32,13,150573.44,180573.44,30000.0,150573.44,30000.0
29,2,151064.96,181064.96,30000.0,151064.96,30000.0
30,3,151392.63999999998,181392.63999999998,30000.0,151392.63999999998,30000.0
