# MPEG-4 Decoder — 12-node Fork-Join benchmark (DAG, no cycles)
# All peId = -2 → GB dynamic temperature-aware assignment
0, -1, 0, 0
# T1: VOP — input parsing, forks to 3 parallel paths
1, -2, 20000, 160, 2:0, 8:0, 12:0
# T2: VLD — variable length decode, forks to IDCT and MC
2, -2, 25000, 120, 3:0, 4:0
# T3: IDCT — inverse DCT
3, -2, 35000, 100, 5:0
# T4: MC — motion compensation
4, -2, 30000, 32, 6:0
# T5: RC — run-length decode
5, -2, 30000, 80, 6:0
# T6: RAST — rasterization (join point), forks to 3 outputs
6, -2, 35000, 140, 7:0, 10:0, 11:0
# T7: MED CPU
7, -2, 20000, 50, -1:-1
# T8: ADSP — audio processing (parallel with video path)
8, -2, 25000, 50, -1:-1
# T9: SDRAM interface
9, -2, 20000, 200, 1:0
# T10: SRAM1 — frame buffer
10, -2, 15000, 500, -1:-1
# T11: SRAM2 — display buffer
11, -2, 15000, 300, -1:-1
# T12: PCI interface
12, -2, 20000, 100, -1:-1
