# GEMM (Matrix Multiply) — 10-node Fork-Join parallel benchmark
# Split → 4 parallel blocks → Reduce → Gather
# All peId = -2 → GB dynamic temperature-aware assignment
0, -1, 0, 0
# T1: Split matrix into 4 blocks
1, -2, 15000, 512, 2:0, 3:0, 4:0, 5:0
# T2-T5: 4 parallel block multiplies (compute-intensive)
2, -2, 50000, 128, 6:0
3, -2, 50000, 128, 7:0
4, -2, 50000, 128, 8:0
5, -2, 50000, 128, 9:0
# T6-T9: 4 parallel reduce operations
6, -2, 30000, 64, 10:0
7, -2, 30000, 64, 10:0
8, -2, 30000, 64, 10:0
9, -2, 30000, 64, 10:0
# T10: Gather results → GB
10, -2, 20000, 256, -1:-1
