# Direction B iterative SA-optimized mapping
# input: examples/task_driven/tasks_vopd.csv
# rounds: 5
# cost: 1772.3485 thermal=84.0985 comm=1219.5000
# max PE temp: 325.77 K
# Optimized static mapping — 12 mappable tasks
0, -1, 0, 0
1, 0, 25000, 70, 2:0, 11:4
2, 0, 30000, 362, 3:4
11, 4, 20000, 27, -1:-1
3, 4, 30000, 362, 4:8, 12:8
4, 8, 30000, 357, 5:12
12, 8, 20000, 157, -1:-1
5, 12, 30000, 353, 6:12
6, 12, 30000, 300, 7:13
7, 13, 30000, 313, 8:13, 9:9, 10:9
8, 13, 30000, 407, -1:-1
9, 9, 30000, 500, -1:-1
10, 9, 25000, 160, -1:-1
