# Random Mapping Ensemble sample 2051 seed=2051
# Optimized static mapping — 32 mappable tasks
0, -1, 0, 8192, 1:6, 2:13, 3:14, 4:10
1, 6, 20000, 8192, 5:2, 6:3
2, 13, 20000, 8192, 7:5, 8:13
3, 14, 20000, 8192, 9:4, 10:4
4, 10, 20000, 8192, 11:10, 12:3
5, 2, 30000, 16384, 13:14, 14:1
6, 3, 30000, 16384, 15:10, 16:14
7, 5, 30000, 16384, 17:11, 18:14
8, 13, 30000, 16384, 19:12, 20:12
9, 4, 30000, 16384, 21:12, 22:15
10, 4, 30000, 16384, 23:1, 24:11
11, 10, 30000, 16384, 25:0, 26:15
12, 3, 30000, 16384, 27:7, 28:0
13, 14, 50000, 32768, 29:15
14, 1, 50000, 32768, 29:15
15, 10, 50000, 32768, 30:13
16, 14, 50000, 32768, 30:13
17, 11, 50000, 32768, 31:10
18, 14, 50000, 32768, 31:10
19, 12, 50000, 32768, 32:13
20, 12, 50000, 32768, 32:13
21, 12, 50000, 32768, 29:15
22, 15, 50000, 32768, 30:13
23, 1, 50000, 32768, 31:10
24, 11, 50000, 32768, 32:13
25, 0, 50000, 32768, 31:10
26, 15, 50000, 32768, 32:13
27, 7, 50000, 32768, 29:15
28, 0, 50000, 32768, 30:13
29, 15, 30000, 8192, -1:-1
30, 13, 30000, 8192, -1:-1
31, 10, 30000, 8192, -1:-1
32, 13, 30000, 8192, -1:-1
