# Random Mapping Ensemble sample 1766 seed=1766
# Optimized static mapping — 32 mappable tasks
0, -1, 0, 8192, 1:6, 2:9, 3:15, 4:12
1, 6, 20000, 8192, 5:9, 6:3
2, 9, 20000, 8192, 7:4, 8:9
3, 15, 20000, 8192, 9:6, 10:9
4, 12, 20000, 8192, 11:11, 12:9
5, 9, 30000, 16384, 13:7, 14:0
6, 3, 30000, 16384, 15:4, 16:10
7, 4, 30000, 16384, 17:10, 18:14
8, 9, 30000, 16384, 19:12, 20:15
9, 6, 30000, 16384, 21:14, 22:8
10, 9, 30000, 16384, 23:0, 24:4
11, 11, 30000, 16384, 25:12, 26:6
12, 9, 30000, 16384, 27:5, 28:0
13, 7, 50000, 32768, 29:10
14, 0, 50000, 32768, 29:10
15, 4, 50000, 32768, 30:10
16, 10, 50000, 32768, 30:10
17, 10, 50000, 32768, 31:15
18, 14, 50000, 32768, 31:15
19, 12, 50000, 32768, 32:10
20, 15, 50000, 32768, 32:10
21, 14, 50000, 32768, 29:10
22, 8, 50000, 32768, 30:10
23, 0, 50000, 32768, 31:15
24, 4, 50000, 32768, 32:10
25, 12, 50000, 32768, 31:15
26, 6, 50000, 32768, 32:10
27, 5, 50000, 32768, 29:10
28, 0, 50000, 32768, 30:10
29, 10, 30000, 8192, -1:-1
30, 10, 30000, 8192, -1:-1
31, 15, 30000, 8192, -1:-1
32, 10, 30000, 8192, -1:-1
