# Random Mapping Ensemble sample 2476 seed=2476
# Optimized static mapping — 32 mappable tasks
0, -1, 0, 8192, 1:6, 2:7, 3:11, 4:12
1, 6, 20000, 8192, 5:9, 6:6
2, 7, 20000, 8192, 7:6, 8:11
3, 11, 20000, 8192, 9:4, 10:5
4, 12, 20000, 8192, 11:11, 12:3
5, 9, 30000, 16384, 13:14, 14:7
6, 6, 30000, 16384, 15:12, 16:9
7, 6, 30000, 16384, 17:6, 18:12
8, 11, 30000, 16384, 19:14, 20:5
9, 4, 30000, 16384, 21:2, 22:2
10, 5, 30000, 16384, 23:9, 24:13
11, 11, 30000, 16384, 25:12, 26:9
12, 3, 30000, 16384, 27:5, 28:1
13, 14, 50000, 32768, 29:10
14, 7, 50000, 32768, 29:10
15, 12, 50000, 32768, 30:13
16, 9, 50000, 32768, 30:13
17, 6, 50000, 32768, 31:14
18, 12, 50000, 32768, 31:14
19, 14, 50000, 32768, 32:14
20, 5, 50000, 32768, 32:14
21, 2, 50000, 32768, 29:10
22, 2, 50000, 32768, 30:13
23, 9, 50000, 32768, 31:14
24, 13, 50000, 32768, 32:14
25, 12, 50000, 32768, 31:14
26, 9, 50000, 32768, 32:14
27, 5, 50000, 32768, 29:10
28, 1, 50000, 32768, 30:13
29, 10, 30000, 8192, -1:-1
30, 13, 30000, 8192, -1:-1
31, 14, 30000, 8192, -1:-1
32, 14, 30000, 8192, -1:-1
