# Random Mapping Ensemble sample 1305 seed=1305
# Optimized static mapping — 32 mappable tasks
0, -1, 0, 8192, 1:5, 2:15, 3:12, 4:8
1, 5, 20000, 8192, 5:13, 6:15
2, 15, 20000, 8192, 7:12, 8:11
3, 12, 20000, 8192, 9:3, 10:2
4, 8, 20000, 8192, 11:8, 12:4
5, 13, 30000, 16384, 13:4, 14:4
6, 15, 30000, 16384, 15:0, 16:13
7, 12, 30000, 16384, 17:14, 18:8
8, 11, 30000, 16384, 19:10, 20:10
9, 3, 30000, 16384, 21:14, 22:8
10, 2, 30000, 16384, 23:12, 24:11
11, 8, 30000, 16384, 25:1, 26:5
12, 4, 30000, 16384, 27:10, 28:10
13, 4, 50000, 32768, 29:12
14, 4, 50000, 32768, 29:12
15, 0, 50000, 32768, 30:13
16, 13, 50000, 32768, 30:13
17, 14, 50000, 32768, 31:15
18, 8, 50000, 32768, 31:15
19, 10, 50000, 32768, 32:14
20, 10, 50000, 32768, 32:14
21, 14, 50000, 32768, 29:12
22, 8, 50000, 32768, 30:13
23, 12, 50000, 32768, 31:15
24, 11, 50000, 32768, 32:14
25, 1, 50000, 32768, 31:15
26, 5, 50000, 32768, 32:14
27, 10, 50000, 32768, 29:12
28, 10, 50000, 32768, 30:13
29, 12, 30000, 8192, -1:-1
30, 13, 30000, 8192, -1:-1
31, 15, 30000, 8192, -1:-1
32, 14, 30000, 8192, -1:-1
