# Random Mapping Ensemble sample 2265 seed=2265
# Optimized static mapping — 32 mappable tasks
0, -1, 0, 8192, 1:1, 2:13, 3:9, 4:8
1, 1, 20000, 8192, 5:9, 6:12
2, 13, 20000, 8192, 7:11, 8:1
3, 9, 20000, 8192, 9:15, 10:12
4, 8, 20000, 8192, 11:8, 12:12
5, 9, 30000, 16384, 13:2, 14:8
6, 12, 30000, 16384, 15:4, 16:6
7, 11, 30000, 16384, 17:7, 18:14
8, 1, 30000, 16384, 19:12, 20:11
9, 15, 30000, 16384, 21:11, 22:14
10, 12, 30000, 16384, 23:11, 24:9
11, 8, 30000, 16384, 25:8, 26:4
12, 12, 30000, 16384, 27:7, 28:0
13, 2, 50000, 32768, 29:15
14, 8, 50000, 32768, 29:15
15, 4, 50000, 32768, 30:12
16, 6, 50000, 32768, 30:12
17, 7, 50000, 32768, 31:11
18, 14, 50000, 32768, 31:11
19, 12, 50000, 32768, 32:11
20, 11, 50000, 32768, 32:11
21, 11, 50000, 32768, 29:15
22, 14, 50000, 32768, 30:12
23, 11, 50000, 32768, 31:11
24, 9, 50000, 32768, 32:11
25, 8, 50000, 32768, 31:11
26, 4, 50000, 32768, 32:11
27, 7, 50000, 32768, 29:15
28, 0, 50000, 32768, 30:12
29, 15, 30000, 8192, -1:-1
30, 12, 30000, 8192, -1:-1
31, 11, 30000, 8192, -1:-1
32, 11, 30000, 8192, -1:-1
