# Random Mapping Ensemble sample 1469 seed=1469
# Optimized static mapping — 32 mappable tasks
0, -1, 0, 8192, 1:1, 2:5, 3:15, 4:15
1, 1, 20000, 8192, 5:8, 6:8
2, 5, 20000, 8192, 7:3, 8:14
3, 15, 20000, 8192, 9:7, 10:3
4, 15, 20000, 8192, 11:11, 12:11
5, 8, 30000, 16384, 13:14, 14:3
6, 8, 30000, 16384, 15:6, 16:0
7, 3, 30000, 16384, 17:15, 18:13
8, 14, 30000, 16384, 19:7, 20:14
9, 7, 30000, 16384, 21:9, 22:4
10, 3, 30000, 16384, 23:15, 24:13
11, 11, 30000, 16384, 25:14, 26:6
12, 11, 30000, 16384, 27:0, 28:1
13, 14, 50000, 32768, 29:15
14, 3, 50000, 32768, 29:15
15, 6, 50000, 32768, 30:14
16, 0, 50000, 32768, 30:14
17, 15, 50000, 32768, 31:11
18, 13, 50000, 32768, 31:11
19, 7, 50000, 32768, 32:15
20, 14, 50000, 32768, 32:15
21, 9, 50000, 32768, 29:15
22, 4, 50000, 32768, 30:14
23, 15, 50000, 32768, 31:11
24, 13, 50000, 32768, 32:15
25, 14, 50000, 32768, 31:11
26, 6, 50000, 32768, 32:15
27, 0, 50000, 32768, 29:15
28, 1, 50000, 32768, 30:14
29, 15, 30000, 8192, -1:-1
30, 14, 30000, 8192, -1:-1
31, 11, 30000, 8192, -1:-1
32, 15, 30000, 8192, -1:-1
