# Random Mapping Ensemble sample 2013 seed=2013
# Optimized static mapping — 32 mappable tasks
0, -1, 0, 8192, 1:13, 2:1, 3:12, 4:10
1, 13, 20000, 8192, 5:12, 6:14
2, 1, 20000, 8192, 7:13, 8:8
3, 12, 20000, 8192, 9:1, 10:3
4, 10, 20000, 8192, 11:12, 12:10
5, 12, 30000, 16384, 13:2, 14:7
6, 14, 30000, 16384, 15:14, 16:4
7, 13, 30000, 16384, 17:9, 18:14
8, 8, 30000, 16384, 19:15, 20:9
9, 1, 30000, 16384, 21:8, 22:5
10, 3, 30000, 16384, 23:2, 24:9
11, 12, 30000, 16384, 25:6, 26:3
12, 10, 30000, 16384, 27:4, 28:10
13, 2, 50000, 32768, 29:10
14, 7, 50000, 32768, 29:10
15, 14, 50000, 32768, 30:11
16, 4, 50000, 32768, 30:11
17, 9, 50000, 32768, 31:12
18, 14, 50000, 32768, 31:12
19, 15, 50000, 32768, 32:14
20, 9, 50000, 32768, 32:14
21, 8, 50000, 32768, 29:10
22, 5, 50000, 32768, 30:11
23, 2, 50000, 32768, 31:12
24, 9, 50000, 32768, 32:14
25, 6, 50000, 32768, 31:12
26, 3, 50000, 32768, 32:14
27, 4, 50000, 32768, 29:10
28, 10, 50000, 32768, 30:11
29, 10, 30000, 8192, -1:-1
30, 11, 30000, 8192, -1:-1
31, 12, 30000, 8192, -1:-1
32, 14, 30000, 8192, -1:-1
