# Random Mapping Ensemble sample 1575 seed=1575
# Optimized static mapping — 32 mappable tasks
0, -1, 0, 8192, 1:7, 2:3, 3:5, 4:10
1, 7, 20000, 8192, 5:3, 6:13
2, 3, 20000, 8192, 7:14, 8:6
3, 5, 20000, 8192, 9:14, 10:13
4, 10, 20000, 8192, 11:10, 12:0
5, 3, 30000, 16384, 13:7, 14:8
6, 13, 30000, 16384, 15:8, 16:9
7, 14, 30000, 16384, 17:6, 18:14
8, 6, 30000, 16384, 19:12, 20:4
9, 14, 30000, 16384, 21:8, 22:14
10, 13, 30000, 16384, 23:15, 24:7
11, 10, 30000, 16384, 25:8, 26:5
12, 0, 30000, 16384, 27:13, 28:1
13, 7, 50000, 32768, 29:12
14, 8, 50000, 32768, 29:12
15, 8, 50000, 32768, 30:12
16, 9, 50000, 32768, 30:12
17, 6, 50000, 32768, 31:14
18, 14, 50000, 32768, 31:14
19, 12, 50000, 32768, 32:12
20, 4, 50000, 32768, 32:12
21, 8, 50000, 32768, 29:12
22, 14, 50000, 32768, 30:12
23, 15, 50000, 32768, 31:14
24, 7, 50000, 32768, 32:12
25, 8, 50000, 32768, 31:14
26, 5, 50000, 32768, 32:12
27, 13, 50000, 32768, 29:12
28, 1, 50000, 32768, 30:12
29, 12, 30000, 8192, -1:-1
30, 12, 30000, 8192, -1:-1
31, 14, 30000, 8192, -1:-1
32, 12, 30000, 8192, -1:-1
