# Random Mapping Ensemble sample 2135 seed=2135
# Optimized static mapping — 32 mappable tasks
0, -1, 0, 8192, 1:0, 2:5, 3:5, 4:8
1, 0, 20000, 8192, 5:11, 6:15
2, 5, 20000, 8192, 7:8, 8:4
3, 5, 20000, 8192, 9:7, 10:8
4, 8, 20000, 8192, 11:4, 12:5
5, 11, 30000, 16384, 13:11, 14:4
6, 15, 30000, 16384, 15:7, 16:5
7, 8, 30000, 16384, 17:2, 18:4
8, 4, 30000, 16384, 19:5, 20:11
9, 7, 30000, 16384, 21:13, 22:7
10, 8, 30000, 16384, 23:7, 24:0
11, 4, 30000, 16384, 25:7, 26:0
12, 5, 30000, 16384, 27:12, 28:15
13, 11, 50000, 32768, 29:15
14, 4, 50000, 32768, 29:15
15, 7, 50000, 32768, 30:12
16, 5, 50000, 32768, 30:12
17, 2, 50000, 32768, 31:10
18, 4, 50000, 32768, 31:10
19, 5, 50000, 32768, 32:15
20, 11, 50000, 32768, 32:15
21, 13, 50000, 32768, 29:15
22, 7, 50000, 32768, 30:12
23, 7, 50000, 32768, 31:10
24, 0, 50000, 32768, 32:15
25, 7, 50000, 32768, 31:10
26, 0, 50000, 32768, 32:15
27, 12, 50000, 32768, 29:15
28, 15, 50000, 32768, 30:12
29, 15, 30000, 8192, -1:-1
30, 12, 30000, 8192, -1:-1
31, 10, 30000, 8192, -1:-1
32, 15, 30000, 8192, -1:-1
