# Random Mapping Ensemble sample 2655 seed=2655
# Optimized static mapping — 32 mappable tasks
0, -1, 0, 8192, 1:4, 2:9, 3:6, 4:15
1, 4, 20000, 8192, 5:4, 6:9
2, 9, 20000, 8192, 7:14, 8:7
3, 6, 20000, 8192, 9:1, 10:15
4, 15, 20000, 8192, 11:7, 12:5
5, 4, 30000, 16384, 13:14, 14:12
6, 9, 30000, 16384, 15:11, 16:15
7, 14, 30000, 16384, 17:5, 18:14
8, 7, 30000, 16384, 19:4, 20:9
9, 1, 30000, 16384, 21:10, 22:8
10, 15, 30000, 16384, 23:10, 24:5
11, 7, 30000, 16384, 25:14, 26:7
12, 5, 30000, 16384, 27:3, 28:1
13, 14, 50000, 32768, 29:13
14, 12, 50000, 32768, 29:13
15, 11, 50000, 32768, 30:13
16, 15, 50000, 32768, 30:13
17, 5, 50000, 32768, 31:12
18, 14, 50000, 32768, 31:12
19, 4, 50000, 32768, 32:15
20, 9, 50000, 32768, 32:15
21, 10, 50000, 32768, 29:13
22, 8, 50000, 32768, 30:13
23, 10, 50000, 32768, 31:12
24, 5, 50000, 32768, 32:15
25, 14, 50000, 32768, 31:12
26, 7, 50000, 32768, 32:15
27, 3, 50000, 32768, 29:13
28, 1, 50000, 32768, 30:13
29, 13, 30000, 8192, -1:-1
30, 13, 30000, 8192, -1:-1
31, 12, 30000, 8192, -1:-1
32, 15, 30000, 8192, -1:-1
