task_id,pe_id,start_time_proxy_ns,finish_time_proxy_ns,duration_proxy_ns,data_ready_time_proxy_ns,priority_bottom_level_ns
1,6,0.0,15000.0,15000.0,0.0,119800.0
2,10,15240.0,33240.0,18000.0,15240.0,104560.0
3,9,33400.0,58400.0,25000.0,33400.0,86400.0
5,14,58720.0,78720.0,20000.0,58720.0,61080.0
4,3,33720.0,53720.0,20000.0,33720.0,60800.0
6,2,79080.0,104080.0,25000.0,79080.0,40720.0
8,11,15480.0,33480.0,18000.0,15480.0,18000.0
11,7,15240.0,30240.0,15000.0,15240.0,15000.0
7,4,104800.0,119800.0,15000.0,104800.0,15000.0
9,0,104560.0,114560.0,10000.0,104560.0,10000.0
10,5,104560.0,114560.0,10000.0,104560.0,10000.0
