task_id,pe_id,start_time_proxy_ns,finish_time_proxy_ns,duration_proxy_ns,data_ready_time_proxy_ns,priority_bottom_level_ns
1,4,0.0,15000.0,15000.0,0.0,115358.4
5,12,15163.84,65163.84,50000.0,15163.84,100112.64000000001
4,7,15245.76,65245.76,50000.0,15245.76,100112.64
2,12,65163.84,115163.84,50000.0,15163.84,100061.44
3,7,65245.76,115245.76000000001,50000.0,15245.76,100040.95999999999
8,8,65327.68,95327.68,30000.0,65327.68,50030.72
6,4,115204.8,145204.8,30000.0,115204.8,50020.479999999996
7,3,115266.24,145266.24,30000.0,115266.24,50020.479999999996
9,7,115245.76000000001,145245.76,30000.0,65266.24,50010.240000000005
10,6,145286.72,165286.72,20000.0,145286.72,20000.0
