task_id,pe_id,start_time_proxy_ns,finish_time_proxy_ns,duration_proxy_ns,data_ready_time_proxy_ns,priority_bottom_level_ns
1,13,0.0,15000.0,15000.0,0.0,120080.0
2,2,15960.0,33960.0,18000.0,15960.0,104120.0
3,10,34280.0,59280.0,25000.0,34280.0,85800.0
5,2,59600.0,79600.0,20000.0,59600.0,60480.0
4,0,34280.0,54280.0,20000.0,34280.0,60400.0
6,5,79840.0,104840.0,25000.0,79840.0,40240.0
8,6,15720.0,33720.0,18000.0,15720.0,18000.0
11,9,15240.0,30240.0,15000.0,15240.0,15000.0
7,1,105080.0,120080.0,15000.0,105080.0,15000.0
9,14,105560.0,115560.0,10000.0,105560.0,10000.0
10,3,105560.0,115560.0,10000.0,105560.0,10000.0
