# random_p10 selected from Random Mapping Ensemble
# Optimized static mapping — 32 mappable tasks
0, -1, 0, 8192, 1:3, 2:6, 3:0, 4:6
1, 3, 20000, 8192, 5:14, 6:1
2, 6, 20000, 8192, 7:5, 8:6
3, 0, 20000, 8192, 9:2, 10:3
4, 6, 20000, 8192, 11:0, 12:14
5, 14, 30000, 16384, 13:10, 14:15
6, 1, 30000, 16384, 15:14, 16:3
7, 5, 30000, 16384, 17:3, 18:5
8, 6, 30000, 16384, 19:15, 20:3
9, 2, 30000, 16384, 21:5, 22:4
10, 3, 30000, 16384, 23:4, 24:15
11, 0, 30000, 16384, 25:13, 26:2
12, 14, 30000, 16384, 27:7, 28:7
13, 10, 50000, 32768, 29:1
14, 15, 50000, 32768, 29:1
15, 14, 50000, 32768, 30:0
16, 3, 50000, 32768, 30:0
17, 3, 50000, 32768, 31:6
18, 5, 50000, 32768, 31:6
19, 15, 50000, 32768, 32:10
20, 3, 50000, 32768, 32:10
21, 5, 50000, 32768, 29:1
22, 4, 50000, 32768, 30:0
23, 4, 50000, 32768, 31:6
24, 15, 50000, 32768, 32:10
25, 13, 50000, 32768, 31:6
26, 2, 50000, 32768, 32:10
27, 7, 50000, 32768, 29:1
28, 7, 50000, 32768, 30:0
29, 1, 30000, 8192, -1:-1
30, 0, 30000, 8192, -1:-1
31, 6, 30000, 8192, -1:-1
32, 10, 30000, 8192, -1:-1
