task_id,pe_id,start_time_proxy_ns,finish_time_proxy_ns,duration_proxy_ns,data_ready_time_proxy_ns,priority_bottom_level_ns
1,9,0.0,15000.0,15000.0,0.0,115317.44
2,13,15081.92,65081.92,50000.0,15081.92,100102.4
4,11,15163.84,65163.84,50000.0,15163.84,100102.4
5,4,15163.84,65163.84,50000.0,15163.84,100092.16
3,2,15245.76,65245.76,50000.0,15245.76,100071.68000000001
9,1,65204.799999999996,95204.79999999999,30000.0,65204.799999999996,50051.2
8,8,65225.28,95225.28,30000.0,65225.28,50040.96
6,7,65163.84,95163.84,30000.0,65163.84,50020.479999999996
7,14,65307.200000000004,95307.20000000001,30000.0,65307.200000000004,50010.240000000005
10,15,95317.44000000002,115317.44000000002,20000.0,95317.44000000002,20000.0
