task_id,pe_id,start_time_proxy_ns,finish_time_proxy_ns,duration_proxy_ns,data_ready_time_proxy_ns,priority_bottom_level_ns
1,0,0.0,20000.0,20000.0,0.0,132048.0
3,4,0.0,20000.0,20000.0,0.0,131556.48
2,11,0.0,20000.0,20000.0,0.0,131392.64
4,8,0.0,20000.0,20000.0,0.0,131392.64
5,1,20081.92,50081.92,30000.0,20081.92,111966.08
6,7,20327.68,50327.68,30000.0,20327.68,111638.40000000001
12,9,20081.92,50081.92,30000.0,20081.92,111310.72
7,13,20245.76,50245.759999999995,30000.0,20245.76,111146.88
8,10,20081.92,50081.92,30000.0,20081.92,111146.88
9,15,20409.6,50409.6,30000.0,20409.6,111146.88
10,4,20000.0,50000.0,30000.0,20000.0,110983.04
11,5,20163.84,50163.84,30000.0,20163.84,110327.68
13,11,50737.28,100737.28,50000.0,50737.28,81310.72
14,12,50737.28,100737.28,50000.0,50737.28,81310.72
16,0,50983.04,100983.04000000001,50000.0,50983.04,80983.04000000001
17,9,50409.59999999999,100409.59999999999,50000.0,50409.59999999999,80983.04000000001
15,14,50819.2,100819.2,50000.0,50819.2,80655.36
19,6,50245.759999999995,100245.76,50000.0,50245.759999999995,80655.36
20,12,100737.28,150737.28,50000.0,50573.439999999995,80655.36
21,6,100245.76,150245.76,50000.0,50901.119999999995,80655.36
22,14,100819.2,150819.2,50000.0,50573.439999999995,80655.36
23,0,100983.04000000001,150983.04,50000.0,50163.84,80655.36
24,9,100409.59999999999,150409.59999999998,50000.0,50327.68,80655.36
28,3,50737.28,100737.28,50000.0,50737.28,80655.36
18,1,50737.27999999999,100737.28,50000.0,50737.27999999999,80327.68
26,5,50163.84,100163.84,50000.0,50163.84,80327.68
27,2,50573.439999999995,100573.44,50000.0,50573.439999999995,80327.68
25,2,100573.44,150573.44,50000.0,50491.52,80000.0
31,2,151638.4,181638.4,30000.0,151638.4,30000.0
32,4,151392.63999999998,181392.63999999998,30000.0,151392.63999999998,30000.0
29,1,150901.12,180901.12,30000.0,150901.12,30000.0
30,6,151474.56,181474.56,30000.0,151474.56,30000.0
