task_id,pe_id,start_time_proxy_ns,finish_time_proxy_ns,duration_proxy_ns,data_ready_time_proxy_ns,priority_bottom_level_ns
1,13,0.0,8000.0,8000.0,0.0,84880.0
2,5,8280.0,18280.0,10000.0,8280.0,76600.0
3,6,19000.0,29000.0,10000.0,19000.0,65880.0
4,1,30440.0,40440.0,10000.0,30440.0,54440.0
5,4,41720.0,51720.0,10000.0,41720.0,43160.0
6,9,53000.0,63000.0,10000.0,53000.0,31880.0
7,10,63600.0,73600.0,10000.0,63600.0,21280.0
8,8,74880.0,84880.0,10000.0,74880.0,10000.0
9,11,74240.0,82240.0,8000.0,74240.0,8000.0
10,14,74240.0,82240.0,8000.0,74240.0,8000.0
11,12,8140.0,15140.0,7000.0,8140.0,7000.0
12,7,29720.0,36720.0,7000.0,29720.0,7000.0
