task_id,pe_id,start_time_proxy_ns,finish_time_proxy_ns,duration_proxy_ns,data_ready_time_proxy_ns,priority_bottom_level_ns
3,12,0.0,20000.0,20000.0,0.0,132211.84000000003
2,10,0.0,20000.0,20000.0,0.0,131638.40000000002
1,11,0.0,20000.0,20000.0,0.0,131556.48
4,4,0.0,20000.0,20000.0,0.0,131474.56
9,2,20409.6,50409.6,30000.0,20409.6,111802.24
10,1,20327.68,50327.68,30000.0,20327.68,111802.24
8,10,20000.0,50000.0,30000.0,20000.0,111638.40000000001
6,15,20081.92,50081.92,30000.0,20081.92,111474.56000000001
11,9,20163.84,50163.84,30000.0,20163.84,111310.72
12,4,20000.0,50000.0,30000.0,20000.0,111146.88
5,10,50000.0,80000.0,30000.0,20081.92,110983.04
7,9,50163.84,80163.84,30000.0,20081.92,110819.2
21,14,50901.119999999995,100901.12,50000.0,50901.119999999995,81310.72
16,3,50573.439999999995,100573.44,50000.0,50573.439999999995,80983.04000000001
19,0,50655.36,100655.36,50000.0,50655.36,80983.04000000001
20,13,50327.68,100327.68,50000.0,50327.68,80983.04000000001
24,15,51146.88,101146.88,50000.0,51146.88,80983.04000000001
26,8,50327.67999999999,100327.68,50000.0,50327.67999999999,80983.04000000001
27,8,100327.68,150327.68,50000.0,50163.84,80983.04000000001
13,6,80163.84,130163.84,50000.0,80163.84,80655.36
18,9,80163.84,130163.84,50000.0,80163.84,80655.36
22,13,100327.68,150327.68,50000.0,51064.96,80655.36
25,3,100573.44,150573.44,50000.0,50819.2,80655.36
28,5,50163.84,100163.84,50000.0,50163.84,80655.36
14,0,100655.36,150655.36,50000.0,80655.36,80327.68
15,14,100901.12,150901.12,50000.0,50245.759999999995,80327.68
17,2,80655.36,130655.36,50000.0,80655.36,80327.68
23,5,100163.84,150163.84,50000.0,50491.52,80327.68
31,1,151228.8,181228.8,30000.0,151228.8,30000.0
32,6,130163.84,160163.84,30000.0,102129.92,30000.0
29,1,181228.8,211228.8,30000.0,151310.72,30000.0
30,10,151228.8,181228.8,30000.0,151228.8,30000.0
