task_id,pe_id,start_time_proxy_ns,finish_time_proxy_ns,duration_proxy_ns,data_ready_time_proxy_ns,priority_bottom_level_ns
1,1,0.0,15000.0,15000.0,0.0,115358.4
5,7,15245.76,65245.76,50000.0,15245.76,100112.64
3,1,15000.0,65000.0,50000.0,15000.0,100092.16
4,8,15245.76,65245.76,50000.0,15245.76,100081.92
2,1,65000.0,115000.0,50000.0,15000.0,100040.95999999999
7,13,65061.44,95061.44,30000.0,65061.44,50030.72
9,13,95061.44,125061.44,30000.0,65327.68,50030.72
8,14,65307.200000000004,95307.20000000001,30000.0,65307.200000000004,50020.479999999996
6,6,115040.96,145040.96000000002,30000.0,115040.96,50000.0
10,6,145040.96000000002,165040.96000000002,20000.0,145040.96000000002,20000.0
