task_id,pe_id,start_time_proxy_ns,finish_time_proxy_ns,duration_proxy_ns,data_ready_time_proxy_ns,priority_bottom_level_ns
1,7,0.0,8000.0,8000.0,0.0,84100.0
2,6,8140.0,18140.0,10000.0,8140.0,75960.0
3,1,19580.0,29580.0,10000.0,19580.0,64520.0
4,2,30300.0,40300.0,10000.0,30300.0,53800.0
5,4,42220.0,52220.0,10000.0,42220.0,41880.0
6,8,52860.0,62860.0,10000.0,52860.0,31240.0
7,9,63460.0,73460.0,10000.0,63460.0,20640.0
8,5,74100.0,84100.0,10000.0,74100.0,10000.0
9,13,74100.0,82100.0,8000.0,74100.0,8000.0
10,10,74100.0,82100.0,8000.0,74100.0,8000.0
11,11,8140.0,15140.0,7000.0,8140.0,7000.0
12,0,30300.0,37300.0,7000.0,30300.0,7000.0
