task_id,pe_id,start_time_proxy_ns,finish_time_proxy_ns,duration_proxy_ns,data_ready_time_proxy_ns,priority_bottom_level_ns
1,5,0.0,15000.0,15000.0,0.0,120240.0
2,7,15480.0,33480.0,18000.0,15480.0,104760.0
3,4,33960.0,58960.0,25000.0,33960.0,86280.0
5,6,59280.0,79280.0,20000.0,59280.0,60960.0
4,8,34120.0,54120.0,20000.0,34120.0,60800.0
6,9,79520.0,104520.0,25000.0,79520.0,40720.0
8,11,15720.0,33720.0,18000.0,15720.0,18000.0
11,10,15480.0,30480.0,15000.0,15480.0,15000.0
7,2,105240.0,120240.0,15000.0,105240.0,15000.0
9,14,105000.0,115000.0,10000.0,105000.0,10000.0
10,1,105000.0,115000.0,10000.0,105000.0,10000.0
