task_id,pe_id,start_time_proxy_ns,finish_time_proxy_ns,duration_proxy_ns,data_ready_time_proxy_ns,priority_bottom_level_ns
1,0,0.0,15000.0,15000.0,0.0,115419.83999999998
4,12,15245.76,65245.76,50000.0,15245.76,100174.07999999999
3,7,15327.68,65327.68,50000.0,15327.68,100051.20000000001
2,0,15000.0,65000.0,50000.0,15000.0,100040.95999999999
5,0,65000.0,115000.0,50000.0,15000.0,100040.95999999999
8,3,65368.64,95368.64,30000.0,65368.64,50051.2
7,11,65348.16,95348.16,30000.0,65348.16,50030.72
6,8,65040.96,95040.95999999999,30000.0,65040.96,50000.0
9,8,115040.96,145040.96000000002,30000.0,115040.96,50000.0
10,8,145040.96000000002,165040.96000000002,20000.0,145040.96000000002,20000.0
