task_id,pe_id,start_time_proxy_ns,finish_time_proxy_ns,duration_proxy_ns,data_ready_time_proxy_ns,priority_bottom_level_ns
1,5,0.0,8000.0,8000.0,0.0,84080.0
2,7,8280.0,18280.0,10000.0,8280.0,75800.0
3,11,19000.0,29000.0,10000.0,19000.0,65080.0
4,10,29720.0,39720.0,10000.0,29720.0,54360.0
5,9,40360.0,50360.0,10000.0,40360.0,43720.0
6,8,51000.0,61000.0,10000.0,51000.0,33080.0
7,1,62800.0,72800.0,10000.0,62800.0,21280.0
8,6,74080.0,84080.0,10000.0,74080.0,10000.0
9,4,74080.0,82080.0,8000.0,74080.0,8000.0
10,2,73440.0,81440.0,8000.0,73440.0,8000.0
11,13,8280.0,15280.0,7000.0,8280.0,7000.0
12,14,30440.0,37440.0,7000.0,30440.0,7000.0
