task_id,pe_id,start_time_proxy_ns,finish_time_proxy_ns,duration_proxy_ns,data_ready_time_proxy_ns,priority_bottom_level_ns
4,2,0.0,20000.0,20000.0,0.0,132375.68
3,5,0.0,20000.0,20000.0,0.0,131884.15999999997
1,8,0.0,20000.0,20000.0,0.0,131802.24
2,11,0.0,20000.0,20000.0,0.0,131638.4
12,14,20245.76,50245.759999999995,30000.0,20245.76,112129.92
11,15,20327.68,50327.68,30000.0,20327.68,111638.40000000001
5,0,20163.84,50163.84,30000.0,20163.84,111638.4
9,3,20245.76,50245.759999999995,30000.0,20245.76,111638.4
8,12,20327.68,50327.68,30000.0,20327.68,111310.72
10,5,20000.0,50000.0,30000.0,20000.0,111146.88
6,6,20245.76,50245.759999999995,30000.0,20245.76,110983.04
7,8,20245.76,50245.759999999995,30000.0,20245.76,110491.51999999999
28,2,50737.27999999999,100737.28,50000.0,50737.27999999999,81638.4
13,5,50491.52,100491.51999999999,50000.0,50491.52,81310.72
22,1,50573.439999999995,100573.44,50000.0,50573.439999999995,81310.72
26,2,100737.28,150737.28,50000.0,50983.04,80983.04000000001
14,10,50819.2,100819.2,50000.0,50819.2,80655.36
15,4,50573.439999999995,100573.44,50000.0,50573.439999999995,80655.36
16,4,100573.44,150573.44,50000.0,50573.439999999995,80655.36
20,1,100573.44,150573.44,50000.0,50983.04,80655.36
21,7,50409.59999999999,100409.59999999999,50000.0,50409.59999999999,80655.36
24,12,50491.52,100491.51999999999,50000.0,50491.52,80655.36
25,13,50655.36,100655.36,50000.0,50655.36,80655.36
18,9,50409.59999999999,100409.59999999999,50000.0,50409.59999999999,80327.68
19,13,100655.36,150655.36,50000.0,50491.52,80327.68
23,9,100409.59999999999,150409.59999999998,50000.0,50163.84,80327.68
17,10,100819.2,150819.2,50000.0,50573.439999999995,80000.0
27,15,50409.59999999999,100409.59999999999,50000.0,50409.59999999999,80000.0
31,10,150819.2,180819.2,30000.0,150819.2,30000.0
32,9,151720.32,181720.32,30000.0,151720.32,30000.0
29,15,101802.23999999999,131802.24,30000.0,101802.23999999999,30000.0
30,12,151228.8,181228.8,30000.0,151228.8,30000.0
