task_id,pe_id,start_time_proxy_ns,finish_time_proxy_ns,duration_proxy_ns,data_ready_time_proxy_ns,priority_bottom_level_ns
1,14,0.0,15000.0,15000.0,0.0,119800.0
2,5,15720.0,33720.0,18000.0,15720.0,104080.0
3,1,33880.0,58880.0,25000.0,33880.0,85920.0
4,2,34040.0,54040.0,20000.0,34040.0,60640.0
5,3,59200.0,79200.0,20000.0,59200.0,60600.0
6,7,79320.0,104320.0,25000.0,79320.0,40480.0
8,6,15480.0,33480.0,18000.0,15480.0,18000.0
11,10,15240.0,30240.0,15000.0,15240.0,15000.0
7,15,104800.0,119800.0,15000.0,104800.0,15000.0
9,9,105040.0,115040.0,10000.0,105040.0,10000.0
10,5,104800.0,114800.0,10000.0,104800.0,10000.0
